trial_id,total,w,h,frames_with_cottonoid,frames_with_grasper,frames_with_muscle,frames_with_string,frames_with_suction,frames_with_1_tool(s)_in_view,frames_with_2_tool(s)_in_view,frames_with_3_tool(s)_in_view,frames_with_4_tool(s)_in_view,frames_with_5_tool(s)_in_view,frames_with_at_least_1_tool_in_view,frames_with_0_tools_in_view,first_frame_appear_cottonoid,first_frame_appear_grasper,first_frame_appear_muscle,first_frame_appear_string,first_frame_appear_suction,n_in_n_outs_cottonoid,n_in_n_outs_grasper,n_in_n_outs_muscle,n_in_n_outs_string,n_in_n_outs_suction,total_in_n_outs,area_covered_cottonoid,area_covered_grasper,area_covered_muscle,area_covered_string,area_covered_suction,sd_x1_cottonoid,sd_x1_grasper,sd_x1_muscle,sd_x1_string,sd_x1_suction,sd_x2_cottonoid,sd_x2_grasper,sd_x2_muscle,sd_x2_string,sd_x2_suction,sd_y1_cottonoid,sd_y1_grasper,sd_y1_muscle,sd_y1_string,sd_y1_suction,sd_y2_cottonoid,sd_y2_grasper,sd_y2_muscle,sd_y2_string,sd_y2_suction,sd_z_x1_cottonoid,sd_z_x1_grasper,sd_z_x1_muscle,sd_z_x1_string,sd_z_x1_suction,sd_z_x2_cottonoid,sd_z_x2_grasper,sd_z_x2_muscle,sd_z_x2_string,sd_z_x2_suction,sd_z_y1_cottonoid,sd_z_y1_grasper,sd_z_y1_muscle,sd_z_y1_string,sd_z_y1_suction,sd_z_y2_cottonoid,sd_z_y2_grasper,sd_z_y2_muscle,sd_z_y2_string,sd_z_y2_suction,distance_covered_cottonoid,distance_covered_grasper,distance_covered_muscle,distance_covered_string,distance_covered_suction,tool_speed_cottonoid,tool_speed_grasper,tool_speed_muscle,tool_speed_string,tool_speed_suction,overlap_sc,got_to_sc_step,overlap_gm,got_to_gm_step
S113T1,336,1920,1080,0.714285714,0.583333333,0.30952381,0.37202381,0.907738095,0.101190476,0.175595238,0.410714286,0.241071429,0.047619048,0.976190476,0.023809524,26,26,27,31,8,19,23,37,46,12,137,0.075712376,0.044629596,0.029889828,0.023171657,0.070638049,0.046627164,0.051822299,0.03530474,0.073990786,0.072555986,0.039265988,0.040304952,0.041133258,0.058212747,0.087690769,0.07689506,0.1427072,0.090300011,0.126001549,0.074961304,0.088261662,0.136107244,0.087501412,0.154255533,0.014132533,0.373029055,0.414591443,0.282446812,0.591944923,0.580466167,0.277788114,0.285138289,0.290998158,0.411827385,0.620370317,0.41574659,0.771571435,0.488222806,0.681249416,0.405291403,0.479829899,0.739939901,0.47569684,0.838602121,0.076830776,9.090026401,12.1481394,1.880745112,4.306718061,15.37398374,0.041131341,0.070220459,0.028070823,0.054515418,0.052470934,0.354166667,1,0.160714286,1
S113T2,48,1920,1080,0.5625,0.583333333,0.541666667,0,0.875,0.1875,0.145833333,0.166666667,0.395833333,0,0.895833333,0.104166667,18,1,18,48,1,3,3,3,0,3,12,0.063635217,0.032434562,0.058667579,NA,0.048714845,0.048098391,0.080887419,0.045937525,NA,0.116430118,0.044550968,0.055163557,0.044104172,NA,0.102003559,0.075194853,0.09948828,0.08039275,NA,0.099193084,0.068887102,0.113108867,0.090552216,NA,0.101644066,0.384799242,0.647119723,0.367511768,NA,0.931470273,0.315176825,0.390255825,0.312015953,NA,0.721626471,0.406554123,0.537900789,0.434657467,NA,0.536304758,0.37450112,0.614910429,0.492282378,NA,0.55258264,1.102669463,1.286205705,1.136420794,0,2.452936167,0.045944561,0.051448228,0.0494096,NA,0.062895799,0.083333333,1,0.479166667,1
S114T1,134,1920,1080,0.5,0.432835821,0.335820896,0,0.798507463,0.373134328,0.26119403,0.231343284,0.119402985,0,0.985074627,0.014925373,42,7,42,134,3,6,10,8,0,6,30,0.032387845,0.02565774,0.022344439,NA,0.049730477,0.043881846,0.043899723,0.037594413,NA,0.058444997,0.027585645,0.037976524,0.01670552,NA,0.075155361,0.063792666,0.036808658,0.067306927,NA,0.071492203,0.05515096,0.051974198,0.063901084,NA,0.074935939,0.35106582,0.351208845,0.300764776,NA,0.467574699,0.195155266,0.268665771,0.11818358,NA,0.53168829,0.344906206,0.199012447,0.363906671,NA,0.386535098,0.299825302,0.282555004,0.347394896,NA,0.407385307,1.564452967,0.928711297,0.703145659,0,5.305664332,0.02564677,0.019348152,0.019003937,NA,0.05253133,0.119402985,1,0.291044776,1
S114T2,132,1920,1080,0.522727273,0.727272727,0.606060606,0.28030303,0.606060606,0.189393939,0.151515152,0.356060606,0.295454545,0,0.992424242,0.007575758,13,14,17,14,1,13,9,9,5,11,47,0.037707941,0.073928117,0.049840413,0.012746417,0.061276018,0.033338916,0.041607402,0.034720953,0.037845602,0.076072762,0.05612385,0.023368802,0.063858841,0.080419081,0.072341491,0.066571961,0.158455325,0.073358919,0.060598612,0.213461022,0.110889422,0.147295268,0.112315916,0.09713473,0.186091168,0.266719729,0.332869695,0.277776371,0.302774353,0.608601257,0.397049434,0.165323113,0.451770802,0.568926598,0.511781504,0.359932951,0.856716431,0.396627825,0.327636995,1.154114352,0.60284453,0.800763006,0.610599595,0.528067871,1.011674884,1.591483017,3.430083667,1.705299055,0.635642709,5.688958563,0.02841934,0.039426249,0.024018297,0.019863835,0.082448675,0.045454545,1,0.522727273,1
S115T1,130,1920,1080,0.184615385,0.669230769,0.138461538,0.053846154,0.538461538,0.384615385,0.276923077,0.069230769,0.1,0.007692308,0.838461538,0.161538462,3,33,35,33,1,4,6,3,3,19,35,0.012313384,0.097354677,0.006121132,0.005034436,0.03147396,0.038467503,0.077894676,0.028425598,0.03900421,0.077637497,0.078653066,0.098055332,0.014318391,0.102724996,0.0922366,0.10971354,0.129611813,0.033022251,0.196155121,0.145047171,0.08250191,0.136293658,0.029296377,0.084032939,0.168322044,0.307749716,0.623177025,0.227411946,0.312043504,0.621119533,0.556432884,0.693694649,0.10129578,0.726730288,0.652529899,0.593185444,0.700768939,0.178540574,1.060546968,0.784222901,0.448517312,0.740953329,0.15926822,0.456840671,0.915073975,0.815380159,7.261398762,0.339090557,0.442019371,4.589993062,0.040769008,0.089646898,0.022606037,0.110504843,0.089999864,0,0,0.130769231,1
S115T2,114,1920,1080,0.254385965,0.578947368,0.289473684,0.035087719,0.666666667,0.403508772,0.175438596,0.280701754,0.035087719,0.01754386,0.912280702,0.087719298,49,13,52,55,1,1,3,9,4,12,29,0.018010409,0.05421595,0.019645324,0.001998277,0.055331412,0.027907223,0.069035638,0.033919671,0.104644332,0.061142801,0.027246796,0.100806842,0.030029415,0.162586687,0.074806616,0.078723932,0.07406114,0.048380819,0.244221077,0.206093547,0.041804582,0.092875335,0.050247445,0.267944812,0.152145522,0.223264816,0.552302495,0.271365911,0.837181014,0.489157807,0.192758069,0.713160266,0.212443768,1.150223169,0.529221088,0.425634706,0.40042451,0.261579361,1.320423967,1.114280808,0.227268422,0.504911894,0.273167602,1.456667931,0.827131157,0.90815279,2.703529074,0.53588958,0,7.890265508,0.032434028,0.04291316,0.022328732,0,0.123285399,0,0,0.289473684,1
S117T1,113,1920,1080,0.265486726,0.619469027,0.265486726,0.407079646,0.89380531,0.203539823,0.230088496,0.477876106,0.044247788,0.03539823,0.991150442,0.008849558,39,18,65,19,1,8,4,6,4,6,28,0.015166415,0.067499214,0.017663767,0.03435105,0.062794982,0.033078653,0.116784736,0.060912875,0.064241824,0.085920887,0.051749463,0.142485444,0.065339953,0.045717572,0.132950125,0.068346733,0.103863954,0.077316569,0.128341725,0.174577106,0.04340526,0.131360973,0.074566966,0.123207032,0.217884411,0.264637556,0.934307306,0.487318343,0.513950776,0.687388734,0.366102737,1.008016472,0.462248964,0.323429989,0.940558646,0.369528566,0.561558636,0.418025555,0.693901987,0.94388166,0.235970424,0.71413705,0.405379406,0.669808572,1.184517184,0.884030771,3.221346062,0.663495625,2.823002512,5.20542997,0.040183217,0.048808274,0.027645651,0.067214346,0.054794,0.008849558,1,0.238938053,1
S117T2,70,1920,1080,0.228571429,0.285714286,0.142857143,0.357142857,0.8,0.4,0.3,0.157142857,0.085714286,0,0.942857143,0.057142857,23,23,26,24,1,3,6,4,5,8,26,0.011472905,0.019578498,0.009328278,0.012258954,0.06347232,0.027289728,0.079510228,0.017655536,0.063728247,0.035267826,0.034052717,0.073855201,0.06197812,0.085584076,0.066650906,0.078740276,0.124550542,0.067868846,0.104588703,0.107042701,0.088503167,0.015602202,0.094302619,0.092900198,0.083422388,0.218324695,0.636101853,0.141248731,0.509842027,0.282151491,0.240906711,0.522490276,0.438465604,0.605466467,0.471523333,0.425723074,0.673404291,0.366944786,0.565477117,0.578745086,0.481142829,0.084820555,0.512671248,0.50504706,0.453521444,0.588077554,0.591610174,0.21764097,1.220579054,2.961090124,0.045236735,0.04225787,0.036273495,0.061028953,0.061689378,0.028571429,1,0.114285714,1
S118T1,280,1920,1080,0.360714286,0.603571429,0.25,0.246428571,0.746428571,0.185714286,0.217857143,0.289285714,0.175,0.003571429,0.871428571,0.128571429,35,22,35,22,1,20,23,24,18,16,101,0.027171417,0.033668625,0.018662778,0.015521978,0.073053043,0.030234755,0.038105396,0.025936797,0.092505151,0.083564237,0.04199014,0.01604128,0.035181475,0.077163543,0.080725954,0.095847904,0.088390236,0.077987532,0.207402452,0.084337259,0.085484082,0.098801656,0.084439005,0.165735115,0.015488573,0.241885654,0.304852763,0.207500909,0.740064511,0.668534948,0.297060187,0.113484394,0.248892135,0.545895218,0.571097572,0.51821846,0.477897271,0.421653233,1.121357636,0.45598414,0.464729732,0.537130024,0.459048227,0.901010269,0.084202818,2.59341225,6.11280537,1.233449778,3.65289165,9.795224781,0.032017435,0.04186853,0.026814126,0.071625326,0.05075246,0.089285714,1,0.210714286,1
S118T2,249,1920,1080,0.365461847,0.634538153,0.224899598,0.076305221,0.803212851,0.248995984,0.353413655,0.220883534,0.096385542,0.020080321,0.939759036,0.060240964,10,10,10,10,1,15,23,17,5,17,77,0.030998579,0.046026825,0.027069391,0.001059792,0.090873944,0.051763336,0.042603717,0.052900273,0.03903962,0.101435953,0.043833833,0.015235284,0.042884249,0.030185333,0.089727376,0.082873059,0.125539454,0.066176172,0.081729408,0.104100673,0.087829012,0.135573994,0.060473983,0.069727822,0.100988831,0.414119725,0.340840468,0.423215508,0.312326792,0.811513176,0.310103433,0.107782358,0.30338558,0.213546815,0.634778337,0.448067689,0.678751019,0.357793046,0.441884339,0.562838497,0.477477821,0.737040913,0.328763638,0.379071652,0.549020488,3.256066993,7.397900753,1.348575347,0.193049837,11.1389878,0.042842987,0.054799265,0.034578855,0.013789274,0.060868786,0.068273092,1,0.212851406,1
S119T1,116,1920,1080,0.629310345,0.724137931,0.75862069,0.206896552,0.646551724,0.103448276,0.25862069,0.267241379,0.267241379,0.094827586,0.99137931,0.00862069,13,29,7,36,1,9,5,10,5,6,35,0.077282495,0.091693948,0.09334109,0.012206207,0.048518456,0.05341899,0.093129647,0.049050171,0.047189183,0.114410308,0.055481274,0.116801686,0.05537258,0.074667357,0.077996115,0.106907368,0.158139304,0.102688798,0.169429294,0.085722634,0.056216132,0.111166211,0.08190194,0.069816802,0.037139826,0.427365374,0.745060634,0.39241372,0.377525354,0.915311284,0.392503519,0.826316152,0.391734562,0.528235892,0.551785266,0.578013386,0.855007807,0.55520495,0.916049111,0.463474415,0.305616055,0.60434928,0.445255604,0.379555388,0.201908716,2.168473894,4.478191731,3.233901923,0.721651066,3.916284858,0.033882405,0.056685971,0.041460281,0.037981635,0.056757752,0,0,0.586206897,1
S119T2,395,1920,1080,0.311392405,0.675949367,0.139240506,0.278481013,0.873417722,0.207594937,0.316455696,0.212658228,0.149367089,0.040506329,0.926582278,0.073417722,27,1,54,27,1,30,25,31,13,23,122,0.032085171,0.055523315,0.011668297,0.018327485,0.080471135,0.052942667,0.056643952,0.066191376,0.054651041,0.100057425,0.047127199,0.032297778,0.051037707,0.040024304,0.085467216,0.088684766,0.110147937,0.127459082,0.107241499,0.112172824,0.103225498,0.105903192,0.143775689,0.133649704,0.044506466,0.423554668,0.453165883,0.529547679,0.43722209,0.800484604,0.33340243,0.228491355,0.361067402,0.283152838,0.604639739,0.479489697,0.595534085,0.689129821,0.579819921,0.60648199,0.561180014,0.575737154,0.781629,0.726579613,0.241957068,3.295275181,12.70881499,1.017044203,5.931842895,23.09472531,0.035433066,0.052515764,0.042376842,0.06115302,0.071722749,0.025316456,1,0.103797468,1
S201T1,143,1920,1080,0.636363636,0.587412587,0.230769231,0.587412587,0.314685315,0.167832168,0.251748252,0.34965035,0.132867133,0.020979021,0.923076923,0.076923077,29,1,26,29,1,10,17,17,14,20,78,0.04750562,0.05908296,0.020455375,0.033242086,0.023473347,0.073662064,0.147060396,0.0804029,0.103495115,0.074394879,0.060167445,0.128673543,0.067151659,0.093988873,0.072559259,0.09204571,0.185309818,0.097262205,0.161885277,0.258505948,0.106915858,0.178872232,0.098976977,0.179519395,0.250730391,0.589315068,1.176520213,0.643243452,0.827986987,0.595177773,0.425655944,0.910303872,0.475065922,0.664926396,0.513322107,0.49766123,1.001909945,0.525865121,0.875261067,1.397657622,0.581242458,0.972429517,0.538083147,0.975947782,1.363082634,4.502423302,8.216949543,0.791938531,8.181359139,2.021416788,0.055585473,0.122641038,0.049496158,0.116876559,0.080856672,0.034965035,1,0.153846154,1
S201T2,119,1920,1080,0.100840336,0.781512605,0.042016807,0.210084034,0.411764706,0.344537815,0.361344538,0.12605042,0.025210084,0,0.857142857,0.142857143,48,1,69,42,1,10,9,3,9,17,48,0.006611501,0.088194269,0.002795746,0.01123842,0.040909461,0.097459453,0.139511776,0.038387104,0.06977925,0.047591465,0.080451479,0.12775526,0.059871209,0.072049687,0.066736472,0.094185943,0.199578423,0.083080403,0.106715541,0.205756991,0.123385073,0.234486629,0.056015142,0.099856609,0.24997022,0.77970017,1.116129347,0.307106502,0.558251579,0.380743706,0.569155796,0.903807458,0.423560212,0.509717127,0.472128669,0.509232777,1.079055652,0.449188733,0.576976237,1.112461163,0.670776483,1.274774273,0.304523383,0.542865221,1.358950005,0.095429369,11.0484315,0.134337342,0.647194879,4.861292345,0.047714684,0.131528946,0.067168671,0.04044968,0.151915386,0.008403361,1,0.033613445,1
S202T1,87,1920,1080,0.701149425,0.770114943,0.172413793,0.264367816,0.747126437,0.114942529,0.24137931,0.436781609,0.172413793,0.011494253,0.977011494,0.022988506,17,1,19,16,1,9,8,10,12,13,52,0.039334945,0.084197344,0.009089322,0.010194965,0.056583679,0.04798469,0.078099887,0.067527837,0.068308614,0.072265588,0.050296811,0.073151028,0.052998421,0.087085646,0.038377622,0.063531613,0.087495716,0.043681257,0.139935579,0.127237056,0.089190579,0.068144303,0.073806877,0.117001014,0.132549176,0.38388961,0.624818764,0.540239704,0.546486118,0.57814291,0.355825918,0.517508589,0.37493852,0.616089357,0.271503346,0.343494777,0.473060894,0.236170358,0.756586185,0.687929399,0.48487991,0.370462933,0.40124722,0.636069885,0.720596652,2.448648001,4.419906878,0.067996018,0.781939049,3.272042426,0.047089385,0.074913676,0.013599204,0.071085368,0.062923893,0.114942529,1,0.126436782,1
S202T2,145,1920,1080,0.344827586,0.6,0.186206897,0.303448276,0.765517241,0.206896552,0.337931034,0.282758621,0.117241379,0,0.944827586,0.055172414,30,1,63,31,1,16,21,12,7,14,70,0.037540156,0.059057905,0.020086362,0.02980895,0.061921653,0.032551464,0.050754786,0.042739833,0.064198502,0.109233692,0.056079541,0.040679432,0.040196562,0.084276829,0.085832039,0.1241509,0.204774602,0.160654921,0.176565882,0.128441594,0.105830048,0.197185885,0.102274939,0.208834101,0.061675087,0.260419915,0.406051072,0.341929432,0.513604187,0.873897054,0.396735969,0.287787554,0.28437148,0.59621832,0.607220687,0.671243555,1.107149702,0.86860893,0.954634322,0.694441945,0.575339509,1.071990731,0.556012348,1.135315648,0.335293376,1.743609229,6.129273766,0.748521154,2.597015911,11.12844546,0.051282624,0.092867784,0.04990141,0.070189619,0.114726242,0.006896552,1,0.137931034,1
S203T1,217,1920,1080,0.391705069,0.497695853,0.115207373,0.423963134,0.617511521,0.32718894,0.225806452,0.248847926,0.124423963,0.004608295,0.930875576,0.069124424,16,1,3,4,1,20,21,18,16,24,99,0.039755876,0.038701132,0.009320898,0.017815183,0.051609347,0.060056702,0.073973946,0.064405027,0.083268849,0.111808365,0.062483335,0.049988167,0.058274767,0.120981888,0.08956958,0.122128769,0.210427823,0.15787456,0.170433476,0.113595841,0.147371783,0.230548595,0.148352525,0.196571363,0.077613454,0.480468743,0.591810199,0.515256435,0.666171767,0.894495079,0.442039753,0.353642407,0.41226615,0.855889082,0.633662004,0.660310554,1.13771483,0.853576423,0.921478396,0.614175782,0.801178975,1.253365354,0.80651073,1.068649916,0.421941475,4.574176711,6.771270504,0.270715879,6.025151559,10.58837717,0.070371949,0.077830695,0.038673697,0.07927831,0.096257974,0.023041475,1,0.069124424,1
S203T2,58,1920,1080,0.25862069,0.551724138,0.172413793,0.362068966,0.775862069,0.310344828,0.310344828,0.189655172,0.155172414,0,0.965517241,0.034482759,13,1,14,8,1,4,7,4,5,8,28,0.017404451,0.068197634,0.013187355,0.015257391,0.106822109,0.014008592,0.104983504,0.010735959,0.021354276,0.10030301,0.041523968,0.090903004,0.045960087,0.017056807,0.06194103,0.042747967,0.20292607,0.021452222,0.070577215,0.105695363,0.032369209,0.165591793,0.071182337,0.0429556,0.041655566,0.112072268,0.839894475,0.085890374,0.170839583,0.802449344,0.293762243,0.643095343,0.325145667,0.120668763,0.438203211,0.231124359,1.097155293,0.115985191,0.381588059,0.571460465,0.175973509,0.900231105,0.386979043,0.233525866,0.226458301,0.253666423,4.800962831,0.051832566,0.449056088,2.516001954,0.023060584,0.192038513,0.008638761,0.028066006,0.068000053,0,0,0.051724138,1
S204T1,104,1920,1080,0.307692308,0.711538462,0.375,0.365384615,0.692307692,0.211538462,0.269230769,0.278846154,0.144230769,0.057692308,0.961538462,0.038461538,28,21,28,21,1,10,3,11,6,9,39,0.022124202,0.085416308,0.037013483,0.027095046,0.058303773,0.029944268,0.034330216,0.049827049,0.065953053,0.094689014,0.045603737,0.009116531,0.057112927,0.070876972,0.071419534,0.085404059,0.157867931,0.081713242,0.289550582,0.096930121,0.065143842,0.101488954,0.084031006,0.193773902,0.091977103,0.239561683,0.274650375,0.398628942,0.52764104,0.757535959,0.322624663,0.064495102,0.404046686,0.501420729,0.505259099,0.461751984,0.853540579,0.441796936,1.565505867,0.524069651,0.354151081,0.551739383,0.45683016,1.053441665,0.500028703,0.835609234,6.027880003,1.948081436,2.805013802,4.864701854,0.037982238,0.084899718,0.069574337,0.087656681,0.07721749,0,0,0.355769231,1
S204T2,96,1920,1080,0.40625,0.510416667,0.416666667,0.125,0.833333333,0.208333333,0.135416667,0.25,0.239583333,0.020833333,0.854166667,0.145833333,29,30,38,32,1,9,7,7,7,5,35,0.037961367,0.057846769,0.039232343,0.008420035,0.093759333,0.027394947,0.035065943,0.030770587,0.072343025,0.122624265,0.038898038,0.018463451,0.036519466,0.116700528,0.107513681,0.072944812,0.159588724,0.078297669,0.169757572,0.123781088,0.077374415,0.178901053,0.081923541,0.120223215,0.114450344,0.219166477,0.280536378,0.246172447,0.578762424,0.981025004,0.275185042,0.1306201,0.258357785,0.825600503,0.760607949,0.394388884,0.86284435,0.423330043,0.917824003,0.669244103,0.420641952,0.9725862,0.44537304,0.653587209,0.622203297,1.749810235,3.852409554,1.710055817,0.91937338,6.713653945,0.058327008,0.091724037,0.051819873,0.183874676,0.089515386,0.0625,1,0.260416667,1
S205T1,94,1920,1080,0.382978723,0.393617021,0.223404255,0.372340426,0.744680851,0.340425532,0.255319149,0.29787234,0.053191489,0.031914894,0.978723404,0.021276596,13,1,20,15,4,8,9,6,7,13,43,0.042223119,0.041873736,0.019810208,0.039599212,0.055938784,0.078169147,0.085919186,0.040791382,0.137049841,0.089313319,0.05279511,0.095121755,0.049847198,0.112685673,0.075512477,0.163992532,0.147106812,0.071997258,0.243488441,0.143280572,0.138900032,0.118034847,0.049272449,0.188944364,0.146418026,0.625372865,0.687375131,0.326341333,1.096433247,0.71452905,0.373500191,0.672940993,0.352645124,0.797197326,0.534214713,0.886654307,0.795358707,0.389265768,1.316462843,0.774671474,0.755122745,0.641690262,0.26786709,1.027186133,0.795993928,1.980277931,2.170027689,0.351660158,2.837230353,4.612153303,0.070724212,0.077500989,0.023444011,0.101329655,0.08091497,0.074468085,1,0.159574468,1
S205T2,43,1920,1080,0.255813953,0.558139535,0.209302326,0.488372093,0.790697674,0.209302326,0.093023256,0.279069767,0.209302326,0.046511628,0.837209302,0.162790698,15,15,21,15,1,3,2,2,3,3,13,0.012716299,0.058766603,0.010910866,0.045349542,0.085476331,0.01748346,0.034009275,0.029630986,0.026213376,0.032660275,0.021468715,0.028390423,0.042368289,0.069239819,0.051558269,0.071909202,0.166391413,0.084080999,0.092695192,0.11454106,0.048977231,0.198603159,0.04971933,0.091584186,0.135668078,0.139872087,0.272082765,0.237055351,0.209713613,0.261290429,0.151880909,0.200848682,0.299735409,0.489838653,0.364750134,0.388789676,0.899624277,0.454598628,0.501172771,0.619286275,0.266262152,1.07969567,0.270296532,0.497892631,0.737552396,0.397180236,2.209171506,0.500572602,1.207803684,2.219926857,0.04964753,0.100416887,0.071510372,0.067100205,0.071610544,0,0,0.069767442,1
S206T1,300,1920,1080,0.026666667,0.356666667,0.053333333,0.006666667,0.566666667,0.436666667,0.236666667,0.033333333,0,0,0.706666667,0.293333333,6,98,6,75,39,6,28,7,2,16,59,0.002193352,0.038353875,0.003679004,0.000267717,0.062696412,0.074585528,0.053386185,0.024723368,0.110690729,0.087504463,0.095498369,0.083970959,0.042047269,0.0025191,0.101886082,0.171936742,0.216832594,0.141609958,0.137796133,0.166092265,0.132145022,0.269351142,0.143184796,0.297869719,0.181832654,0.596703012,0.42710293,0.19779317,0.885553713,0.700057748,0.675605357,0.594054434,0.297464346,0.017821431,0.720795372,0.929606071,1.172343347,0.765639006,0.745018894,0.898006883,0.718399486,1.46431337,0.778416644,1.619353118,0.988523698,0.059048355,8.117813302,0.470639172,0,9.780354045,0.029524178,0.10275713,0.052293241,0,0.063508793,0,0,0.036666667,1
S206T2,100,1920,1080,0.36,0.23,0.2,0.24,0.68,0.33,0.13,0.21,0.11,0.01,0.79,0.21,25,1,1,25,1,9,6,11,4,8,38,0.038234684,0.033797861,0.027614706,0.01743099,0.053417278,0.052891855,0.037212423,0.079126689,0.041370106,0.100665609,0.061452847,0.036611844,0.086489447,0.084664043,0.084573635,0.08378419,0.254411619,0.159313634,0.054952208,0.107454474,0.153737503,0.251814741,0.151487157,0.026068911,0.04837815,0.423148161,0.297708754,0.633033441,0.330971266,0.805350231,0.434749544,0.259011314,0.611871538,0.598957672,0.598318083,0.452993876,1.375520915,0.861357026,0.297108723,0.58097141,0.835785883,1.368977647,0.823551989,0.141722268,0.263005276,1.300721496,1.006845535,0.570384057,0.788898395,3.130705925,0.04817487,0.059226208,0.063376006,0.03944492,0.052178432,0,0,0.02,1
S207T1,260,1920,1080,0.538461538,0.530769231,0.111538462,0.165384615,0.773076923,0.169230769,0.315384615,0.303846154,0.092307692,0.007692308,0.888461538,0.111538462,33,38,55,38,15,27,30,11,20,19,107,0.065884945,0.060164992,0.008285503,0.01591622,0.064844088,0.049680044,0.056501991,0.022963302,0.107642835,0.105506849,0.062025442,0.028816627,0.054615571,0.083924487,0.102570533,0.120969025,0.157833819,0.124645138,0.175585318,0.154815618,0.130004067,0.166754485,0.082668615,0.149489413,0.141266261,0.397452864,0.452030158,0.1837122,0.861169796,0.844081367,0.438800385,0.203863872,0.386379081,0.593725666,0.725637538,0.654040191,0.853356148,0.673915737,0.94933273,0.837037717,0.7067603,0.906552019,0.449423596,0.812691364,0.767986627,7.581512567,14.65824253,0.409318509,1.24843229,16.10944396,0.067093032,0.135724468,0.022739917,0.054279665,0.088513428,0.030769231,1,0.038461538,1
S207T2,162,1920,1080,0.333333333,0.561728395,0.074074074,0.469135802,0.716049383,0.222222222,0.407407407,0.265432099,0.080246914,0,0.975308642,0.024691358,15,14,30,15,1,17,14,8,12,11,62,0.026317625,0.063069054,0.006509118,0.036231365,0.083895681,0.039706113,0.05068153,0.041129497,0.038176866,0.109241114,0.065616012,0.037451587,0.052574614,0.06242339,0.096154531,0.085487587,0.186083124,0.13578257,0.198041127,0.094051401,0.123732522,0.174370423,0.133869639,0.210753748,0.061834799,0.317658904,0.405465008,0.329046339,0.305424546,0.87395643,0.464201949,0.264952096,0.371940285,0.441615675,0.680247389,0.46220359,1.006090955,0.734132214,1.070743994,0.508505352,0.672665372,0.947955671,0.727775277,1.14575171,0.336161645,2.020873599,5.353842866,0.367600558,4.005272545,6.637530081,0.054618205,0.069530427,0.091900139,0.062582384,0.063214572,0,0,0.037037037,1
S301T1,307,1280,720,0.006514658,0.048859935,0.006514658,0.006514658,0.179153094,0.159609121,0.029315961,0.009771987,0,0,0.198697068,0.801302932,73,41,134,73,11,2,6,2,1,18,29,0.000758429,0.004369933,0.000756035,0.000380654,0.019828764,0.066019784,0.084011872,0.020141119,0.022417066,0.067278612,0.040253275,0.047287002,0.044173033,0.006754252,0.086457789,0.023785149,0.0853343,0.008124833,0.015407929,0.094373471,0.116206077,0.092362171,0.048993924,0.046339954,0.025374987,0.598756722,0.761933313,0.182666916,0.20330828,0.610173474,0.318704031,0.37439334,0.349738591,0.053476574,0.684526809,0.141113561,0.506275034,0.048203364,0.091412827,0.559903018,0.849298137,0.675033715,0.358074636,0.338677957,0.185454407,0,0.778129167,0,0.030064564,2.59574464,0,0.086458796,0,0.030064564,0.070155261,0.003257329,1,0.003257329,1
S301T2,351,1280,720,0.002849003,0.008547009,0,0,0.447293447,0.447293447,0.005698006,0,0,0,0.452991453,0.547008547,5,58,351,351,1,1,3,0,0,57,61,7.87E-05,0.000291397,NA,NA,0.058336733,NA,0.149931472,NA,NA,0.125032801,NA,0.071090975,NA,NA,0.085870314,NA,0.077873724,NA,NA,0.146210371,NA,0.001167721,NA,NA,0.059671697,NA,1.359781425,NA,NA,1.133966597,NA,0.562860543,NA,NA,0.679875496,NA,0.462012604,NA,NA,0.867443224,NA,0.008534351,NA,NA,0.436113692,0,0,0,0,14.15639442,0,0,NA,NA,0.141563944,0,0,0,0
S302T1,389,1280,720,0.205655527,0.526992288,0.154241645,0.200514139,0.696658098,0.385604113,0.277634961,0.077120823,0.107969152,0.035989717,0.884318766,0.115681234,24,1,29,24,9,16,30,19,21,42,128,0.016433034,0.049470747,0.016474112,0.009867259,0.048384479,0.06573958,0.081826682,0.05172876,0.067746045,0.092010777,0.035320598,0.056183297,0.054016182,0.060513479,0.090717127,0.078510307,0.157862086,0.16731792,0.091733524,0.228517613,0.143305686,0.14473997,0.186504355,0.138336217,0.193677415,0.596215444,0.742115052,0.469146379,0.614412788,0.834478203,0.279649719,0.444829473,0.42767141,0.479113559,0.718249985,0.465789351,0.936571019,0.992671005,0.544240623,1.355759191,1.047357036,1.057839576,1.363076745,1.011037414,1.415501428,2.725427405,18.16504949,2.526843793,2.587467756,17.62913459,0.042584803,0.103800283,0.061630336,0.045394171,0.07698312,0.017994859,1,0.084832905,1
